aun,school_name,school_number
123465702,Bridle Path El Sch,7406
123465702,General Nash El Sch,6907
123465702,Gwynedd Square El Sch,7314
123465702,Gwyn-Nor El Sch,4831
123465702,Hatfield El Sch,5344
123465702,Inglewood El Sch,3379
123465702,Knapp El Sch,3309
123465702,Kulp El Sch,3275
123465702,Montgomery El Sch,4830
123465702,North Penn SHS,5345
123465702,North Wales El Sch,3325
123465702,Oak Park El Sch,3280
123465702,Pennbrook MS,3322
123465702,Penndale MS,3324
123465702,Pennfield MS,3323
123465702,Walton Farm El Sch,7407
123465702,York Avenue El Sch,3278
119356503,Jefferson El Sch,8097
119356503,Moscow El Sch,8098
119356503,North Pocono HS,2446
119356503,North Pocono Intmd Sch,8099
119356503,North Pocono MS,5233
129545003,North Schuylkill Elem Sch,7950
129545003,North Schuylkill JSHS,3883
108565503,North Star Central El Sch,4837
108565503,North Star East MS,7259
108565503,North Star HS,3988
120484903,Colonel John Siegfried El Sch,7430
120484903,George Wolf El Sch,5062
120484903,Lehigh El Sch,3499
120484903,Moore El Sch,3500
120484903,Northampton Area HS,3505
120484903,Northampton Area MS,5258
117083004,Northeast Bradford El Sch,5209
117083004,Northeast Bradford JSHS,964
119000000,Northeastern Educational IU 19,0
112674403,Conewago El Sch,4572
112674403,Mt Wolf El Sch,7375
112674403,Northeastern MS,4578
112674403,Northeastern SHS,4577
112674403,Orendorf El Sch,5272
112674403,Shallow Brook Inter Sch,7962
112674403,Spring Forge Intrd Sch,7644
112674403,York Haven El Sch,4576
108056004,Northern Bedford Co El Sch,7167
108056004,Northern Bedford County HS,8436
108056004,Northern Bedford County MS,8435
108114503,Northern Cambria El Sch,6859
108114503,Northern Cambria HS,6201
108114503,Northern Cambria MS,6860
113385003,East Hanover El Sch,2758
113385003,Fredericksburg El Sch,2755
113385003,Jonestown El Sch,2757
113385003,Lickdale El Sch,2756
113385003,Northern Lebanon MS,8310
113385003,Northern Lebanon SHS,2760
121394503,Northern Lehigh MS,6829
121394503,Northern Lehigh SHS,2818
121394503,Peters El Sch,2813
121394503,Slatington El Sch,6727
109535504,Northern Potter Childrens Sch,6931
109535504,Northern Potter JSHS,3875
117080607,Northern Tier Career Center,6908
117596003,Clark Wood El Sch,6371
117596003,Cowanesque Valley JSHS,4058
117596003,Russell B Walter El Sch,4060
117596003,Westfield Area El Sch,4057
117596003,Williamson SHS,6373
107656407,Northern Westmoreland CTC,6816
115674603,Dillsburg El Sch,4579
115674603,Northern El Sch,4581
115674603,Northern HS,6345
115674603,Northern MS,6346
115674603,South Mountain El Sch,7572
115674603,Wellsville Campus,4580
103026873,Avalon El Sch,30
103026873,Bellevue El Sch,6977
103026873,Northgate MSHS,53
116495207,Northumberland County CTC,6353
118406003,Northwest Area HS,2958
118406003,Northwest Area Intermediate Sch,2955
118406003,Northwest Area Primary Sch,2956
105000000,Northwest Tri-County IU 5,0
121394603,Northwestern Lehigh El Sch,6449
121394603,Northwestern Lehigh HS,2821
121394603,Northwestern Lehigh MS,7353
121394603,Weisenberg El Sch,2819
105258503,Northwestern El Sch,5144
105258503,Northwestern MS,6146
105258503,Northwestern SHS,6745
105258503,Springfield El Sch,2070
126510019,Northwood Academy CS,7856
107656502,Hahntown El Sch,8101
107656502,Hillcrest Intermediate Sch,7758
107656502,Norwin MS,4482
107656502,Norwin SHS,4717
107656502,Sheridan Terrace El Sch,7757
107656502,Stewartsville El Sch,5270
107656502,Sunset Valley El Sch,7716
124156503,Octorara Area JSHS,1414
124156503,Octorara El Sch,1413
124156503,Octorara Intermediate Sch,8004
124156503,Octorara Primary LC,7656
106616203,Hasson Heights Sch,4115
106616203,Oil City Area MS,7215
106616203,Oil City SHS,4931
106616203,Seventh Street Sch,8235
106616203,Smedley Street Sch,4116
119356603,Old Forge El Sch,2448
119356603,Old Forge JSHS,2449
114066503,Oley Valley El Sch,7378
114066503,Oley Valley MS,6319
114066503,Oley Valley SHS,6318
109537504,Oswayo Valley El Sch,3876
109537504,Oswayo Valley HS,3877
109537504,Oswayo Valley MS,7753
109426003,Otto-Eldred El Sch,3106
109426003,Otto-Eldred JSHS,3107
124156603,East Coventry El Sch,7304
124156603,East Vincent El Sch,7198
124156603,French Creek El Sch,7197
124156603,North Coventry El Sch,6487
124156603,Owen J Roberts HS,1406
124156603,Owen J Roberts MS,5010
124156603,West Vincent El Sch,7994
124156703,Elk Ridge School,8063
124156703,Hopewell El Sch,8064
124156703,Jordan Bank Sch,6624
124156703,Nottingham Sch,6623
124156703,Oxford Area HS,1420
124156703,Penn's Grove Sch,1418
122098003,Durham-Nockamixon El Sch,7063
122098003,Palisades HS,1094
122098003,Palisades MS,7312
122098003,Springfield El Sch,1091
122098003,Tinicum El Sch,6456
121136503,Palmerton Area HS,4734
121136503,Palmerton Area JHS,7140
121136503,Parkside Education Center,7993
121136503,S S Palmer El Sch,7172
121136503,Towamensing El Sch,1319
113385303,Forge Road El Sch,2761
113385303,Lingle Avenue El Sch,8157
113385303,Northside El Sch,8162
113385303,Palmyra Area MS,2765
113385303,Palmyra Area SHS,2766
113385303,Pine Street El Sch,2764
173515368,Pan American Academy CS,7985
121136603,Panther Valley El Sch,1322
121136603,Panther Valley Intermediate Sch,8349
121136603,Panther Valley JSHS,8348
121395103,Cetronia Sch,2824
121395103,Fogelsville Sch,4672
121395103,Fred J. Jaindl El Sch,8141
121395103,Ironton Sch,2823
121395103,Kernsville Sch,6801
121395103,Kratzer Sch,2827
121395103,Orefield MS,7604
121395103,Parkland HS,2829
121395103,Parkway Manor Sch,2826
121395103,Schnecksville Sch,2825
121395103,Springhouse MS,7603
121395103,Veterans Memorial El Sch,8474
103027307,Parkway West CTC,5274
102023217,Passport Academy CS,8308
120485603,Pen Argyl Area HS,6439
120485603,Plainfield El Sch,3511
120485603,Wind Gap MS,5351
108116003,Penn Cambria HS,1213
108116003,Penn Cambria Intrmd Sch,7139
108116003,Penn Cambria MS,6990
108116003,Penn Cambria Pre-Primary,6202
108116003,Penn Cambria Primary Sch,1255
103022481,Penn Hills CS of Entrepreneurship,8160
103027352,Linton MS,5019
103027352,Penn Hills El Sch,8327
103027352,Penn Hills SHS,309
113365203,Central Manor El Sch,7141
113365203,Conestoga El Sch,2516
113365203,Eshleman El Sch,2629
113365203,Hambright El Sch,2626
113365203,Letort El Sch,2627
113365203,Manor Middle School,7410
113365203,Martic El Sch,2628
113365203,Marticville MS,5238
113365203,Penn Manor HS,2633
113365203,Pequea El Sch,2634
105204703,Cambridge Springs El Sch,1630
105204703,Cambridge Springs JSHS,1629
105204703,Maplewood El Sch,6137
105204703,Maplewood JSHS,6942
105204703,Saegertown El Sch,7278
105204703,Saegertown JSHS,6136
125236903,Aston El Sch,1911
125236903,Coebourn El Sch,1910
125236903,Northley MS,5143
125236903,Parkside El Sch,1912
125236903,Pennell El Sch,5223
125236903,Sun Valley HS,1915
122098103,Bedminster El Sch,1053
122098103,Deibler El Sch,1054
122098103,Grasse El Sch,1055
122098103,Patricia A Guth El Sch,1097
122098103,Pennridge Central MS,4681
122098103,Pennridge HS,1100
122098103,Pennridge North MS,7957
122098103,Pennridge South MS,1099
122098103,Sellersville El Sch,1098
122098103,Seylar El Sch,1052
122098103,West Rockhill El Sch,7260
128326303,Penns Manor Area El Sch,7028
128326303,Penns Manor Area JSHS,2345
110147003,Centre Hall-Potter El Sch,1347
110147003,Miles Township El Sch,1346
110147003,Penns Valley Area El and Intrmd Sch,6847
110147003,Penns Valley Area JSHS,6231
122098202,Afton El Sch,7519
122098202,Charles H Boehm MS,7308
122098202,Edgewood El Sch,4853
122098202,Eleanor Roosevelt El Sch,1111
122098202,Fallsington El Sch,7465
122098202,Makefield El Sch,1109
122098202,Manor El Sch,1107
122098202,Oxford Valley El Sch,1106
122098202,Penn Valley El Sch,1101
122098202,Pennsbury HS,4682
122098202,Pennwood MS,1116
122098202,Quarry Hill El Sch,1102
122098202,Walt Disney El Sch,1112
122098202,William Penn MS,1113
127043430,Pennsylvania Cyber CS,7650
115220003,Pennsylvania Distance Learning CS,7821
124150004,Pennsylvania Leadership CS,7819
115227398,Pennsylvania STEAM Academy CS,8485
123460001,Pennsylvania Virtual CS,7687
107657103,Harrison Park El Sch,6185
107657103,Level Green El Sch,6186
107657103,McCullough El Sch,4490
107657103,Penn MS,4492
107657103,Penn Trafford HS,6648
107657103,Sunrise El Sch,6187
107657103,Trafford El Sch,7111
107657103,Trafford MS,6189
126510004,People for People CS,7685
113365303,Paradise El Sch,8037
113365303,Pequea Valley HS,2649
113365303,Pequea Valley Intrmd Sch,6300
113365303,Salisbury El Sch,2648
123466103,Evergreen El Sch,7459
123466103,Perkiomen Valley HS,3328
123466103,Perkiomen Valley MS-East,3326
123466103,Perkiomen Valley MS-West,7794
123466103,Schwenksville El Sch,7766
123466103,Skippack El Sch,7554
123466103,South El Sch,3327
105250001,Perseus House CS of Excellence,7770
101636503,Bower Hill El Sch,7594
101636503,McMurray El Sch,7393
101636503,Peters Twp HS,5083
101636503,Peters Twp MS,8488
101636503,Pleasant Valley El Sch,4255
126513280,Philadelphia Academy CS,7587
126515001,Academy at Palumbo,7904
126515001,Adaire Alexander Sch,7256
126515001,Allen Dr Ethel Sch,5292
126515001,Allen Ethan Sch,3758
126515001,Amy At Martin,6823
126515001,Amy NW,7024
126515001,Anderson Add B Sch,3804
126515001,Arthur Chester A Sch,3805
126515001,Arts Academy at Benjamin Rush,8039
126515001,Bache-Martin Sch,3618
126515001,Baldi C C A MS,6824
126515001,Barry Comm John Sch,8029
126515001,Barton Clara Sch,3732
126515001,Bartram John - Main,3847
126515001,Bethune Mary McLeod Sch,5183
126515001,Blaine James G Sch,3662
126515001,Blankenburg Rudolph Sch,3663
126515001,Bodine William W HS,7070
126515001,Bregy F Amedee Sch,3620
126515001,Bridesburg Sch,3745
126515001,Brown Henry A Sch,3684
126515001,Brown Joseph H Sch,6529
126515001,Bryant William C Sch,3601
126515001,Building 21,8332
126515001,Carnell Laura H Sch,7230
126515001,Carver HS,7023
126515001,Castor Gardens MS,7253
126515001,Catharine Joseph Sch,3602
126515001,Cayuga School,7404
126515001,Central HS,3848
126515001,Childs George W Sch,3622
126515001,Clemente Roberto MS,6767
126515001,Comegys Benjamin B Sch,3782
126515001,Comly Watson Sch,3760
126515001,Constitution HS,7905
126515001,Conwell Russell MS,6525
126515001,Cooke Jay MS,7239
126515001,Cook-Wissahickon Sch,5122
126515001,Cramp William Sch,5123
126515001,Creative and Performing Arts,6996
126515001,Crossan Kennedy C Sch,3762
126515001,Day Anna B Sch,3706
126515001,DeBurgos Bilingual Magnet MS,7175
126515001,Decatur Stephen Sch,4727
126515001,Dick William Sch,3786
126515001,Disston Hamilton Sch,3763
126515001,Dobbins AVT HS,3841
126515001,Dobson James Sch,3726
126515001,Duckrey Tanner Sch,5040
126515001,Dunbar Paul L Sch,3687
126515001,Edison HS/Fareira Skills,3849
126515001,Elkin Lewis Sch,3688
126515001,Ellwood Sch,3738
126515001,Emlen Eleanor C Sch,3709
126515001,Fanny Jackson Coppin Sch,3642
126515001,Farrell Louis H Sch,7235
126515001,Fell D Newlin Sch,7226
126515001,Fels Samuel HS,3816
126515001,Feltonville Intermediate School,3751
126515001,Feltonville Sch of Arts & Sciences,7368
126515001,Finletter Thomas K Sch,3739
126515001,Fitler Academics Plus,6913
126515001,Fitzpatrick Aloysius L Sch,3781
126515001,Forrest Edwin Sch,3764
126515001,Fox Chase Sch,3765
126515001,Frank Anne Sch,3803
126515001,Frankford HS,3850
126515001,Franklin Benjamin HS,3851
126515001,Franklin Benjamin Sch,7231
126515001,Franklin LC,6822
126515001,Franklin S Edmonds Sch,3708
126515001,Furness Horace HS,3818
126515001,Gamp,7664
126515001,Gideon Edward Sch,3625
126515001,Girard Stephen Sch,3776
126515001,Girls HS,3843
126515001,Gloria Casarez El Sch,3800
126515001,Greenberg Joseph Sch,4726
126515001,Greenfield Albert M Sch,5186
126515001,Hackett Horatio B Sch,5120
126515001,Hamilton Andrew Sch,5185
126515001,Harding Warren G MS,7242
126515001,Harrington Avery D Sch,6528
126515001,Hartranft John F Sch,5125
126515001,Henry Charles W Sch,3712
126515001,Heston Edward Sch,5187
126515001,Hill Freedman World Academy,7229
126515001,Holme Thomas Sch,3766
126515001,Hopkinson Francis Sch,3742
126515001,Houston Henry E Sch,3713
126515001,Howe Julia Ward Sch,3743
126515001,Hunter William H Sch,3693
126515001,Jenks Abram Sch,7227
126515001,John B Stetson MS,8507
126515001,John Hancock Demonstration Sch,5041
126515001,John Story Jenks Academy for the Arts an,3714
126515001,Juniata Park Academy,7963
126515001,Kearny Gen Philip Sch,3645
126515001,Kelley William D Sch,3626
126515001,Kelly John B Sch,5294
126515001,Kenderton El Sch,8389
126515001,Kensington Creative & Performing Arts HS,7852
126515001,Kensington Health Sciences,7855
126515001,Kensington HS,8388
126515001,Key Francis Scott Sch,7228
126515001,King Martin Luther HS,6675
126515001,Kirkbride Eliza B Sch,3647
126515001,Lamberton Robert E Sch,3670
126515001,Lankenau HS,7811
126515001,Lawton Henry W Sch,3744
126515001,Lea Henry C Sch,6530
126515001,Lewis C Cassidy Academics Plus Sch,3664
126515001,Lincoln HS,3845
126515001,Lingelbach Anna L Sch,3717
126515001,Locke Alain Sch,4732
126515001,Loesche William H Sch,4961
126515001,Logan James Sch,3718
126515001,Longstreth William C Sch,6533
126515001,Lowell James R Sch,7232
126515001,Ludlow James R Sch,3694
126515001,Marshall John Sch,3797
126515001,Marshall Thurgood,7521
126515001,Mastbaum Jules E AVTS,3842
126515001,Masterman Julia R Sec Sch,3808
126515001,Mayfair Sch,3769
126515001,McCall Gen George A Sch,3648
126515001,McCloskey John F Sch,3719
126515001,McClure Alexander K Sch,6534
126515001,McDaniel Delaplaine Sch,3629
126515001,McKinley William Sch,5293
126515001,McMichael Morton Sch,3611
126515001,Meade Gen George C Sch,3630
126515001,Meredith William M Sch,3649
126515001,Middle Years Alternative,7022
126515001,Mifflin Thomas Sch,3720
126515001,Mitchell El Sch,3798
126515001,Moffet John Sch,3697
126515001,Moore J Hampton Sch,3770
126515001,Morris Robert Sch,4868
126515001,Morrison Andrew J Sch,3749
126515001,Morton Thomas G Sch,6535
126515001,Motivation HS,7815
126515001,Munoz-Marin Luis,7522
126515001,Nebinger George W Sch,3650
126515001,Northeast Community Propel Academy,8493
126515001,Northeast HS,3855
126515001,Olney Charter HS,8508
126515001,Olney El Sch,3750
126515001,Overbrook Edu Ctr,6960
126515001,Overbrook Elementary School,7472
126515001,Overbrook HS,3857
126515001,Parkway Center City Middle College,7782
126515001,Parkway Northwest,6548
126515001,Parkway West,7808
126515001,Patterson John M Sch,3613
126515001,Paul Robeson HS for Human Services,7780
126515001,Peirce Thomas M Sch,3675
126515001,Penn Alexander Sch,7706
126515001,Penn Treaty Sch,8293
126515001,Pennell Joseph Sch,3722
126515001,Penrose Sch,3616
126515001,Philadelphia Learning Academy - North,8385
126515001,Philadelphia Learning Academy - South,8386
126515001,Philadelphia Military Acad at Elverson,7850
126515001,Pollock Robert B Sch,3801
126515001,Potter-Thomas Sch,5121
126515001,Powel Samuel Sch,3783
126515001,Prince Hall,6765
126515001,Randolph A. Philip AVT HS,7813
126515001,Rhawnhurst Sch,3771
126515001,Rhoads James Sch,3614
126515001,Rhodes E Washington Sch,8292
126515001,Richmond Sch,3701
126515001,Roosevelt Theodore MS,8296
126515001,Rowen William Sch,3724
126515001,Roxborough HS,3844
126515001,Samuel Gompers Sch,3668
126515001,Samuel Pennypacker Sch,6539
126515001,Saul W B Agricultural School,3861
126515001,Sayre William L MS,7245
126515001,School of the Future,7903
126515001,Science Leadership Academy,7906
126515001,Science Leadership Academy MS,8387
126515001,Sharswood George Sch,3653
126515001,Shawmont Sch,3725
126515001,Sheppard Isaac Sch,3702
126515001,Solis-Cohen Solomon Sch,3773
126515001,South Philadelphia HS,3859
126515001,Southwark Sch,3654
126515001,Spring Garden Sch,3655
126515001,Spruance Gilbert Sch,7234
126515001,Stanton Edwin M Sch,3635
126515001,Stearne Allen M Sch,4963
126515001,Steel Edward Sch,3727
126515001,Strawberry Mansion HS,7255
126515001,Sullivan James J Sch,3753
126515001,Swenson Arts & Technology HS,7072
126515001,Taggart John H Sch,3657
126515001,Taylor Bayard Sch,3755
126515001,The Linc,8331
126515001,The Science Leadership Academy at Beeber,8330
126515001,The SD of Philadelphia Virtual Academy,8298
126515001,The U School: Innovative Lab,8329
126515001,The Workshop School,8328
126515001,Tilden William T MS,8297
126515001,Vare-Washington El Sch,8294
126515001,Vaux HS: A Big Picture School,8440
126515001,Wagner Gen Louis MS,3835
126515001,Waring Laura W Sch,7225
126515001,Washington George HS,6527
126515001,Washington Grover Jr Sch,7663
126515001,Washington Martha Sch,3615
126515001,Webster Sch,5124
126515001,Welsh John Sch,3703
126515001,West Philadelphia HS,3860
126515001,Widener Memorial Sch,3728
126515001,Willard Frances E Sch,6544
126515001,Wright Richard R Sch,5188
126515001,Ziegler William H Sch,7233
126510009,Philadelphia Electrical & Tech CHS,7737
126510929,Philadelphia Hebrew Public CS,8454
126510016,Philadelphia Montessori CS,7828
126513400,Philadelphia Performing Arts CS,7647
110177003,Osceola Mills El Sch,6239
110177003,Philipsburg El Sch,1555
110177003,Philipsburg-Osceola Area HS,1560
110177003,Philipsburg-Osceola Area MS,8301
124157203,Barkley El Sch,1430
124157203,Manavon El Sch,8395
124157203,Phoenixville Area HS,1426
124157203,Phoenixville Area MS,1425
124157203,Phoenixville Early Learning Ctr,8396
124157203,Schuylkill El Sch,4841
129546003,Pine Grove Area HS,3910
129546003,Pine Grove Area MS,5262
129546003,Pine Grove El Sch,3909
103021003,Eden Hall Upper El Sch,7999
103021003,Hance El Sch,7998
103021003,Pine-Richland HS,315
103021003,Pine-Richland MS,314
103021003,Richland El Sch,7997
103021003,Wexford El Sch,7996
102027451,Academy at Westinghouse,8203
102027451,Pittsburgh Allderdice HS,409
102027451,Pittsburgh Allegheny 6-8,7616
102027451,Pittsburgh Allegheny K-5,7615
102027451,Pittsburgh Arlington K-8,7878
102027451,Pittsburgh Arsenal 6-8,7886
102027451,Pittsburgh Arsenal K-5,7889
102027451,Pittsburgh Banksville K-5,7501
102027451,Pittsburgh Beechwood K-5,6019
102027451,Pittsburgh Brashear HS,6915
102027451,Pittsburgh Brookline K-8,7868
102027451,Pittsburgh CAPA 6-12,8106
102027451,Pittsburgh Carmalt K-8,326
102027451,Pittsburgh Carrick HS,412
102027451,Pittsburgh Chartiers Early Childhood Ctr,7913
102027451,Pittsburgh Classical 6-8,7692
102027451,Pittsburgh Colfax K-8,6022
102027451,Pittsburgh Concord K-5,330
102027451,Pittsburgh Conroy,6811
102027451,Pittsburgh Dilworth K-5,6024
102027451,Pittsburgh Faison K-5,8204
102027451,Pittsburgh Fulton K-5,6026
102027451,Pittsburgh Grandview K-5,400
102027451,Pittsburgh Greenfield K-8,6028
102027451,Pittsburgh King K-8,7880
102027451,Pittsburgh Langley K-8,8255
102027451,Pittsburgh Liberty K-5,6042
102027451,Pittsburgh Lincoln K-5,7870
102027451,Pittsburgh Linden K-5,6044
102027451,Pittsburgh Manchester K-8,7871
102027451,Pittsburgh Mifflin K-8,7881
102027451,Pittsburgh Miller K-5,8108
102027451,Pittsburgh Milliones 6-12,8110
102027451,Pittsburgh Minadeo K-5,363
102027451,Pittsburgh Montessori K-5,351
102027451,Pittsburgh Morrow K-8,365
102027451,Pittsburgh Obama 6-12,8105
102027451,Pittsburgh Oliver,6047
102027451,Pittsburgh Online Academy,8300
102027451,Pittsburgh Perry HS,416
102027451,Pittsburgh Phillips K-5,395
102027451,Pittsburgh Pioneer,6664
102027451,Pittsburgh Roosevelt K -5,7742
102027451,Pittsburgh Schiller 6-8,379
102027451,Pittsburgh Science and Technology Academ,8107
102027451,Pittsburgh South Brook 6-8,7693
102027451,Pittsburgh South Hills 6-8,7888
102027451,Pittsburgh Spring Garden Early Childhood,7916
102027451,Pittsburgh Spring Hill K-5,7362
102027451,Pittsburgh Sterrett 6-8,7039
102027451,Pittsburgh Sunnyside K-8,7884
102027451,Pittsburgh Weil K-8,7876
102027451,Pittsburgh West Liberty K-5,7694
102027451,Pittsburgh Westwood K-8,7877
102027451,Pittsburgh Whittier K-5,7885
102027451,Pittsburgh Woolslair K-5,7502
118406602,Martin F Quinn Pittston Area Primary Ctr,7730
118406602,Pittston Area MS,6385
118406602,Pittston Area SHS,5058
118406602,Pittston City Intrmd Ctr,6622
120455203,Pleasant Valley El Sch,7434
120455203,Pleasant Valley HS,3210
120455203,Pleasant Valley Intrmd Sch,7660
120455203,Pleasant Valley MS,7183
103027503,Holiday Park Intermediate Sch,8354
103027503,O'Block El Sch,427
103027503,Pivik El Sch,7193
103027503,Plum MS,5105
103027503,Plum SHS,435
120455403,Clear Run El Ctr,7482
120455403,Clear Run Intrmd Sch,8236
120455403,Pocono Mountain East HS,3216
120455403,Pocono Mountain East JHS,8010
120455403,Pocono Mountain West HS,7738
120455403,Pocono Mountain West JHS,7867
120455403,Swiftwater El Ctr,7739
120455403,Swiftwater Interm Sch,8281
120455403,Tobyhanna El Ctr,3214
109426303,Port Allegany El Sch,7055
109426303,Port Allegany JSHS,3111
108116303,Portage Area El Sch,7984
108116303,Portage Area JSHS,1270
123466303,Lower Pottsgrove El Sch,3334
123466303,Pottsgrove MS,6746
123466303,Pottsgrove SHS,3338
123466303,Ringing Rocks El Sch,3337
123466303,West Pottsgrove El Sch,3336
123466403,Barth El Sch,3345
123466403,Franklin El Sch,3339
123466403,Lincoln El Sch,3341
123466403,Pottstown MS,3346
123466403,Pottstown SHS,3348
123466403,Rupert El Sch,3342
129546103,Clarke El Ctr,3915
129546103,Lengel MS,5265
129546103,Pottsville Area HS,3924
115222343,Premier Arts and Science CS,8260
126512960,Preparatory CS of Mathematics Science Te,7540
160028259,Propel CS-Braddock Hills,8129
103020005,Propel CS-East,7848
103024952,Propel CS-Hazelwood,8306
103020002,Propel CS-Homestead,7772
103020003,Propel CS-McKeesport,7831
103020004,Propel CS-Montour,7832
103028192,Propel CS-Northside,8193
103024162,Propel CS-Pitcairn,8218
102027560,Provident CS,8362
106338003,Punxsutawney Area El Sch,8437
106338003,Punxsutawney Area HS,6165
128327303,Purchase Line El Sch,6893
128327303,Purchase Line JSHS,2350
103027753,Edgeworth El Sch,6108
103027753,Osborne El Sch,6852
103027753,Quaker Valley HS,448
103027753,Quaker Valley MS,447
122098403,6th Grade Center,8410
122098403,Neidig El Sch,1122
122098403,Pfaff El Sch,7836
122098403,Quakertown Community HS,1128
122098403,Quakertown El Sch,5132
122098403,Richland El Sch,1121
122098403,Strayer MS,4965
122098403,Trumbauersville El Sch,7630
125237603,Ithan El Sch,6510
125237603,Radnor El Sch,7697
125237603,Radnor MS,6511
125237603,Radnor SHS,1921
125237603,Wayne El Sch,6512
115227871,Reach Cyber CS,8366
114067107,Reading Muhlenberg CTC,5275
114067002,Amanda E Stout El Sch,840
114067002,Central MS,8117
114067002,Glenside El Sch,844
114067002,Lauers Park El Sch,852
114067002,Millmont El Sch,8247
114067002,Northeast MS,858
114067002,Northwest El Sch,5206
114067002,Northwest MS,856
114067002,Reading SHS,8116
114067002,Riverside El Sch,845
114067002,Sixteenth & Haak El Sch,5028
114067002,Southern MS,855
114067002,Southwest MS,8457
114067002,Tenth & Green El Sch,5026
114067002,Tenth & Penn El Sch,7484
114067002,Thirteenth & Green El Sch,5027
114067002,Thirteenth & Union El Sch,832
114067002,Twelfth & Marion El Sch,5025
114067002,Tyson-Schoener El Sch,831
112675503,Clearview El Sch,6837
112675503,Larry J. Macaluso El Sch,8050
112675503,Locust Grove El Sch,4593
112675503,Mazie Gable El Sch,4595
112675503,N Hopewell-Winterstown El Sch,4589
112675503,Pleasant View El Sch,5362
112675503,Red Lion Area JHS,4597
112675503,Red Lion Area SHS,4598
106168003,Redbank Valley HS,1495
106168003,Redbank Valley Intrmd Sch,8168
106168003,Redbank Valley Primary School,8169
124153350,Renaissance Academy CS,7636
104435303,Reynolds El Sch,3164
104435303,Reynolds JSHS,3165
126510008,Richard Allen Preparatory CS,7684
108116503,Richland El Sch,1278
108116503,Richland HS,7941
109246003,Francis S Grandinetti El Sch,7413
109246003,Ridgway Area HS,1989
109246003,Ridgway Area MS,6805
125237702,Amosland El Sch,1925
125237702,Eddystone El Sch,5043
125237702,Edgewood El Sch,1926
125237702,Grace Park El Sch,1928
125237702,Lakeview El Sch,4705
125237702,Leedom El Sch,1930
125237702,Ridley HS,1934
125237702,Ridley MS,7218
125237702,Woodlyn El Sch,1932
101637002,Ringgold El Sch North,4268
101637002,Ringgold El Sch South,8197
101637002,Ringgold MS,8103
101637002,Ringgold SHS,7019
128321103,Blairsville El Sch,7418
128321103,River Valley HS,8487
128321103,River Valley MS,8490
128321103,Saltsburg El Sch,2352
127045853,Riverside El Sch,8189
127045853,Riverside HS,700
127045853,Riverside MS,8188
119357003,Riverside El Sch East,5093
119357003,Riverside El Sch West,6748
119357003,Riverside JSHS,2496
106000000,Riverview IU 6,0
103028203,Riverview JSHS,6928
103028203,Tenth Street El Sch,295
103028203,Verner El Sch,6109
105252920,Robert Benjamin Wiley Community CS,7532
121393330,Roberto Clemente CS,8401
127046903,Rochester Area El Sch,7333
127046903,Rochester High School,8000
127046903,Rochester MS,8279
108566303,Rockwood Area El Sch,6209
108566303,Rockwood Area JSHS,6210
125237903,Glenwood El Sch,1940
125237903,Indian Lane El Sch,7365
125237903,Media El Sch,6514
125237903,Penncrest HS,1942
125237903,Rose Tree El Sch,1937
125237903,Springton Lake MS,6625
126510001,Russell Byers CS,7677
129546803,Saint Clair Area El/MS,3930
109248003,Bennetts Valley El Sch,1978
109248003,Fox Twp El Sch,1991
109248003,South St Marys Street El Sch,6697
109248003,St Marys Area MS,1992
109248003,St Marys Area SHS,5169
121395603,Salisbury El Sch,6864
121395603,Salisbury MS,5365
121395603,Salisbury SHS,2833
108567004,Salisbury-Elk Lick El Sch,6818
108567004,Salisbury-Elk Lick JSHS,4002
114514135,Sankofa Freedom Academy CS,8083
120486003,Saucon Valley El Sch,3485
120486003,Saucon Valley MS,7210
120486003,Saucon Valley SHS,5352
117086003,Sayre Area HS,965
117086003,Snyder El Sch,6713
122093140,School Lane CS,7568
129547303,Schuylkill Haven El Ctr,7331
129547303,Schuylkill Haven MS,3935
129547303,Schuylkill Haven SHS,5264
129000000,Schuylkill IU 29,0
129546907,Schuylkill Technology Centers-North Camp,6587
129546907,Schuylkill Technology Centers-South Camp,7066
114067503,Schuylkill Valley El Sch,7429
114067503,Schuylkill Valley HS,864
114067503,Schuylkill Valley MS,6888
119357402,Charles Sumner #18,5149
119357402,Frances Willard #32,2474
119357402,Isaac Tripp El Sch,2481
119357402,John Adams #4,2455
119357402,John F. Kennedy #7,4736
119357402,John G Whittier #2,4858
119357402,McNichols Plaza,6970
119357402,Neil Armstrong #40,5232
119357402,Northeast Intrmd Sch,7700
119357402,Robert Morris #27,4952
119357402,Scranton HS,6413
119357402,South Scranton Intrmd Sch,2487
119357402,West Scranton HS,2489
119357402,West Scranton Intrmd Sch,6791
119357402,William Prescott #38,4857
116557103,Selinsgrove Area El Sch,3968
116557103,Selinsgrove Area HS,3969
116557103,Selinsgrove Area MS,6817
116557103,Selinsgrove Intrmd Sch,7507
109420107,Seneca Highlands Career and Technical Ce,7013
109000000,Seneca Highlands IU 9,0
104107903,Connoquenessing Valley El Sch,1178
104107903,Ehrman Crest El Sch,1180
104107903,Ehrman Crest MS,7488
104107903,Haine El Sch,4907
104107903,Haine MS,7489
104107903,Rowan El Sch,1179
104107903,Ryan Gloyer MS,5311
104107903,Seneca Valley HS,8318
188392660,Seven Generations CS,8084
108567204,Cairnbrook El Sch,6594
108567204,Shade JSHS,4006
