aun,school_name,school_number,high_school,middle_school,elementary_school
122092353,Holland MS,8447,0,1,0
122092353,Maureen M Welch El Sch,7657,0,0,1
122092353,Newtown El Sch,7432,0,0,1
122092353,Newtown MS,6453,0,1,0
122092353,Richboro El Sch,1087,0,0,1
122092353,Rolling Hills El Sch,5308,0,0,1
122092353,Sol Feinstone El Sch,1130,0,0,1
122092353,Wrightstown El Sch,8469,0,0,1
106611303,Cranberry Area JSHS,4098,1,0,0
106611303,Cranberry El Sch,6595,0,0,1
105201352,Cochranton El Sch,5037,0,0,1
105201352,Cochranton JSHS,1632,1,0,0
105201352,First District El Sch,1651,0,0,1
105201352,Meadville Area SHS,1654,1,0,0
105201352,Meadville MS,1653,0,1,0
105201352,Neason Hill El Sch,1650,0,0,1
105201352,Second District El Sch,1645,0,0,1
105201352,West End El Sch,7194,0,0,1
105201407,Crawford County CTC,5179,0,0,1
118401403,Crestwood Secondary Campus,8446,0,0,1
118401403,Fairview El Sch,2858,0,0,1
118401403,Rice El Sch,5341,0,0,1
112673300,Crispus Attucks CS,7624,1,0,0
119354207,CTC of Lackawanna County,7290,0,0,1
115211657,Cumberland Perry Area Career & Technical,5277,0,0,1
115211603,Cumberland Valley HS,1701,1,0,0
115211603,Eagle View MS,6714,0,1,0
115211603,Green Ridge El Sch,1700,0,0,1
115211603,Hampden El Sch,5020,0,0,1
115211603,Middlesex El Sch,1697,0,0,1
115211603,Monroe El Sch,1698,0,0,1
115211603,Mountain View MS,4849,0,1,0
115211603,Shaull El Sch,1696,0,0,1
115211603,Silver Spring El Sch,1699,0,0,1
115211603,Sporting Hill El Sch,1695,0,0,1
115211603,Winding Creek El Sch,8438,0,0,1
110171803,Curwensville Area El Sch,6238,0,0,1
110171803,Curwensville Area JSHS,1529,1,0,0
118401603,Dallas Intermediate Sch,2868,0,0,1
118401603,Dallas MS,5150,0,1,0
118401603,Dallas SHS,2869,1,0,0
118401603,Wycallis Primary Center,7596,1,0,0
112671603,Dallastown Area Intermediate Sch,8132,0,0,1
112671603,Dallastown Area MS,6598,0,1,0
112671603,Dallastown Area SHS,4553,1,0,0
112671603,Dallastown El Sch,4546,0,0,1
112671603,Leaders Heights El Sch,4701,0,0,1
112671603,Loganville-Springfield El Sch,4547,0,0,1
112671603,Ore Valley El Sch,4551,0,0,1
112671603,York Twp El Sch,4549,0,0,1
114061503,Daniel Boone Area HS,4810,1,0,0
114061503,Daniel Boone Area Intermediate Cntr,8285,0,0,1
114061503,Daniel Boone Area MS,7544,0,1,0
114061503,Daniel Boone Area Primary Ctr,8007,0,0,1
116471803,Danville Area MS,3424,0,1,0
116471803,Danville Area SHS,3425,1,0,0
116471803,Danville Primary Sch,8201,0,0,1
116471803,Liberty-Valley El Sch,4833,0,0,1
116471111,Danville Ctr Adolescent Female,7627,0,0,1
115221607,Dauphin County Technical School,5278,0,0,1
126516724,Deep Roots CS,8425,1,0,0
103022253,Curtisville Pri Ctr,511,0,0,1
103022253,Deer Lakes HS,513,1,0,0
103022253,Deer Lakes MS,7595,0,1,0
103022253,East Union Intrmd Sch,6695,0,0,1
125000000,Delaware County IU 25,0,0,0,1
125232407,Delaware County Technical High School-As,7058,0,0,1
125232407,Delaware County Technical High School-Fo,7057,0,0,1
120522003,Delaware Valley El Sch,7162,0,0,1
120522003,Delaware Valley HS,5261,1,0,0
120522003,Delaware Valley MS,3865,0,1,0
120522003,Dingman-Delaware El Sch,3864,0,0,1
120522003,Dingman-Delaware MS,7408,0,1,0
120522003,Dingman-Delaware Primary Sch,7625,0,0,1
120522003,Shohola El Sch,3866,0,0,1
107651603,Derry Area MS,4351,0,1,0
107651603,Derry Area SHS,4352,1,0,0
107651603,Grandview El Sch,6927,0,0,1
115221753,Hershey Early Childhood Ctr,7731,0,0,1
115221753,Hershey HS,4801,1,0,0
115221753,Hershey Intrmd El Sch,7186,0,0,1
115221753,Hershey MS,6678,0,1,0
115221753,Hershey Primary El Sch,1749,0,0,1
126510011,Discovery CS,7775,1,0,0
113362203,Donegal HS,2539,1,0,0
113362203,Donegal Intermediate School,8228,0,0,1
113362203,Donegal JHS,7165,1,0,0
113362203,Donegal Primary School,7786,0,0,1
112671803,Dover Area El Sch,8229,0,0,1
112671803,Dover Area HS,4558,1,0,0
112671803,Dover Area MS,8475,0,1,0
112671803,Leib El Sch,4557,0,0,1
112671803,North Salem El Sch,7555,0,0,1
112671803,Weigelstown El Sch,4556,0,0,1
124152003,Beaver Creek El Sch,1391,0,0,1
124152003,Bradford Hgts El Sch,7266,0,0,1
124152003,Brandywine-Wallace El Sch,1431,0,0,1
124152003,Downingtown HS East Campus,7759,1,0,0
124152003,Downingtown HS West Campus,1387,1,0,0
124152003,Downingtown MS,7517,0,1,0
124152003,Downingtown STEM Academy,8174,0,0,1
124152003,East Ward El Sch,5011,0,0,1
124152003,Lionville El Sch,6476,0,0,1
124152003,Lionville MS,7516,0,1,0
124152003,Marsh Creek Sixth Grade Center,8309,1,0,0
124152003,Pickering Valley El Sch,1432,0,0,1
124152003,Shamona Creek El Sch,7265,0,0,1
124152003,Springton Manor El Sch,7990,0,0,1
124152003,Uwchlan Hills El Sch,6621,0,0,1
124152003,West Bradford El Sch,6477,0,0,1
107653040,Dr Robert Ketterer CS Inc,7550,1,0,0
106172003,C G Johnson El Sch,2385,0,0,1
106172003,DuBois Area MS,1541,0,1,0
106172003,DuBois Area SHS,6156,1,0,0
106172003,Juniata El Sch,6157,0,0,1
106172003,Oklahoma El Sch,1532,0,0,1
106172003,Wasson Avenue El Sch,6918,0,0,1
119352203,Dunmore El Ctr,6591,0,0,1
119352203,Dunmore JSHS,8312,1,0,0
103022503,Duquesne El Sch,7908,0,0,1
103022803,East Allegheny JSHS,8340,1,0,0
103022803,Logan El Sch,8339,0,0,1
117412003,Carl G Renn El Sch,3021,0,0,1
117412003,George A Ferrell El Sch,3018,0,0,1
117412003,Hughesville JSHS,6364,1,0,0
117412003,Joseph C Ashkar El Sch,3019,0,0,1
121392303,Alburtis El Sch,2799,0,0,1
121392303,Emmaus HS,2809,1,0,0
121392303,Eyer MS,7560,0,1,0
121392303,Jefferson El Sch,2808,0,0,1
121392303,Lincoln El Sch,2802,0,0,1
121392303,Lower Macungie MS,7559,0,1,0
121392303,Macungie El Sch,2804,0,0,1
121392303,Shoemaker El Sch,5239,0,0,1
121392303,Wescosville El Sch,4827,0,0,1
121392303,Willow Lane El Sch,8133,0,0,1
115212503,East Pennsboro Area MS,5220,0,1,0
115212503,East Pennsboro Area SHS,1707,1,0,0
115212503,East Pennsboro El Sch,1705,0,0,1
115212503,West Creek Hills El Sch,4850,0,0,1
120452003,Bushkill El Sch,7536,0,0,1
120452003,East Stroudsburg El Sch,8016,0,0,1
120452003,East Stroudsburg SHS North,7641,1,0,0
120452003,East Stroudsburg SHS South,6935,1,0,0
120452003,J M Hill El Sch,3204,0,0,1
120452003,J T Lambert Intermediate Sch,7366,0,0,1
120452003,Lehman Intermediate Sch,7642,0,0,1
120452003,Middle Smithfield El Sch,3201,0,0,1
120452003,Resica El Sch,7411,0,0,1
120452003,Smithfield El Sch,3202,0,0,1
123463507,Eastern Center for Arts & Technology,4822,1,0,0
113362303,Blue Ball El Sch,2552,0,0,1
113362303,Brecknock El Sch,2500,0,0,1
113362303,Garden Spot MS,7209,0,1,0
113362303,Garden Spot SHS,2554,1,0,0
113362303,New Holland Elementary,4707,0,0,1
113382303,Eastern Lebanon Co MS,6612,0,1,0
113382303,Eastern Lebanon Co SHS,2740,1,0,0
113382303,ELCO Intermd Sch,8137,0,0,1
113382303,Fort Zeller El Sch,6611,0,0,1
113382303,Jackson El Sch,2735,0,0,1
107652207,Eastern Westmoreland CTC,6174,0,0,1
112672203,Canadochly El Sch,4559,0,0,1
112672203,Eastern York HS,4564,1,0,0
112672203,Eastern York MS,7439,0,1,0
112672203,Kreutz Creek El Sch,6285,0,0,1
112672203,Wrightsville El Sch,4563,0,0,1
120483302,Cheston El Sch,4915,0,0,1
120483302,Easton Area HS,3482,1,0,0
120483302,Easton Area MS,8351,0,1,0
120483302,Forks El Sch,3477,0,0,1
120483302,March El Sch,3478,0,0,1
120483302,Palmer El Sch,3473,0,0,1
120483302,Paxinosa El Sch,5350,0,0,1
120483302,Shawnee El Sch,8058,0,0,1
120483302,Tracy El Sch,5064,0,0,1
120486892,Easton Arts Academy Elementary CS,8391,1,0,0
103023153,Central El Sch,136,0,0,1
103023153,Elizabeth Forward MS,4804,0,1,0
103023153,Elizabeth Forward SHS,144,1,0,0
103023153,Greenock El Sch,8115,0,0,1
103023153,Mt Vernon El Sch,142,0,0,1
103023153,William Penn El Sch,139,0,0,1
113362403,Bainbridge El Sch,2555,0,0,1
113362403,Bear Creek School,8190,0,0,1
113362403,East High Street El Sch,2561,0,0,1
113362403,Elizabethtown Area MS,6862,0,1,0
113362403,Elizabethtown Area SHS,2562,1,0,0
119582503,Elk Lake El Sch,6417,0,0,1
119582503,Elk Lake JSHS,6418,1,0,0
104372003,Hartman Intrmd Sch,8166,0,0,1
104372003,Lincoln JSHS,2675,1,0,0
104372003,North Side Primary School,8167,0,0,1
104372003,Perry Lower Intrmd Sch,8165,0,0,1
199025446,Environmental CS at Frick Park,8028,1,0,0
113362603,Akron El Sch,2564,0,0,1
113362603,Clay El Sch,2568,0,0,1
113362603,Ephrata Intermediate Sch,8458,0,0,1
113362603,Ephrata MS,6712,0,1,0
113362603,Ephrata SHS,6293,1,0,0
113362603,Fulton El Sch,2563,0,0,1
113362603,Highland El Sch,2570,0,0,1
105252602,Diehl Sch,2003,0,0,1
105252602,East MS,8419,0,1,0
105252602,Edison El Sch,2004,0,0,1
105252602,Erie HS,8417,1,0,0
105252602,Grover Cleveland El Sch,2001,0,0,1
105252602,Harding Sch,2009,0,0,1
105252602,Jefferson El Sch,2011,0,0,1
105252602,JoAnna Connell Sch,2021,0,0,1
105252602,Lincoln El Sch,2013,0,0,1
105252602,McKinley El Sch,2016,0,0,1
105252602,Northwest PA Collegiate Academy,7515,0,0,1
105252602,Perry El Sch,2018,0,0,1
105252602,Pfeiffer-Burleigh Sch,7035,0,0,1
105252602,Strong Vincent MS,8420,0,1,0
105252602,Woodrow Wilson MS,2025,0,1,0
105252807,Erie County Technical School,5045,0,0,1
105257512,Erie Rise Leadership Academy CS,8163,1,0,0
126513440,Esperanza Academy CS,7665,1,0,0
126511563,Esperanza Cyber CS,8216,1,0,0
126513100,Eugenio Maria DE Hostos CS,7564,1,0,0
108053003,Breezewood El Sch,735,0,0,1
108053003,Everett Area El Sch,7006,0,0,1
108053003,Everett Area HS,7897,1,0,0
108053003,Everett Area MS,7898,0,1,0
120450003,Evergreen Community CS,7866,1,0,0
121398065,Executive Education Academy CS,8325,1,0,0
114062003,Exeter Twp JHS,787,1,0,0
114062003,Exeter Twp SHS,788,1,0,0
114062003,Jacksonwald El Sch,6731,0,0,1
114062003,Lorane El Sch,786,0,0,1
114062003,Owatin Creek El Sch,783,0,0,1
114062003,Reiffton Sch,7755,0,0,1
112013054,Fairfield Area El Sch,6270,0,0,1
112013054,Fairfield Area HS,6269,1,0,0
112013054,Fairfield Area MS,7322,0,1,0
105253303,Fairview El Sch,7466,0,0,1
105253303,Fairview HS,6737,1,0,0
105253303,Fairview MS,2032,0,1,0
112282004,Fannett-Metal El Sch,6826,0,0,1
112282004,Fannett-Metal MS,7508,0,1,0
112282004,Fannett-Metal SHS,2201,1,0,0
104432503,Farrell Area ES/LMS,7119,0,1,0
104432503,Farrell Area HS/UMS,5248,1,1,0
101262507,Fayette County Career & Technical Instit,4842,0,0,1
119350001,Fell CS,7746,1,0,0
108112003,Ferndale Area JSHS,1225,1,0,0
108112003,Ferndale El Sch,1223,0,0,1
100510000,First Philadelphia Preparatory CS,7744,1,0,0
114062503,Andrew Maier El Sch,791,0,0,1
114062503,Fleetwood MS,6311,0,1,0
114062503,Fleetwood SHS,5023,1,0,0
114062503,Willow Creek El Sch,8057,0,0,1
126510021,Folk Arts-Cultural Treasures CS,7857,1,0,0
103023807,Forbes Road CTC,5016,0,0,1
111292304,Forbes Road El Sch,6840,0,0,1
111292304,Forbes Road JSHS,2246,1,0,0
106272003,East Forest El Sch,6160,0,0,1
106272003,East Forest JSHS,6159,1,0,0
106272003,West Forest El Sch,6701,0,0,1
106272003,West Forest JSHS,6161,1,0,0
119583003,Forest City Regional El Sch,6420,0,0,1
119583003,Forest City Regional HS,6419,1,0,0
108112203,Forest Hills El Sch,6899,0,0,1
108112203,Forest Hills JSHS,8382,1,0,0
101632403,Fort Cherry El Ctr,7187,0,0,1
101632403,Fort Cherry JSHS,4242,1,0,0
105253553,Fort LeBoeuf MS,5328,0,1,0
105253553,Fort LeBoeuf SHS,2037,1,0,0
105253553,Mill Village El Sch,5226,0,0,1
105253553,Robison El Sch,2036,0,0,1
105253553,Waterford El Sch,2035,0,0,1
103023912,Dorseyville MS,147,0,1,0
103023912,Fairview El Sch,149,0,0,1
103023912,Fox Chapel Area HS,156,1,0,0
103023912,Hartwood El Sch,6780,0,0,1
103023912,Kerr El Sch,153,0,0,1
103023912,OHara El Sch,461,0,0,1
106612203,Central El Sch,4667,0,0,1
106612203,Franklin Area JSHS,4106,1,0,0
106612203,Sandycreek El Sch,4101,0,0,1
106612203,Victory El Sch,6166,0,0,1
112282307,Franklin County CTC,5119,0,0,1
107652603,Franklin Regional Intermediate Sch,7163,0,0,1
107652603,Franklin Regional MS,7602,0,1,0
107652603,Franklin Regional Primary Sch,4357,0,0,1
107652603,Franklin Regional SHS,4360,1,0,0
147513703,Franklin Towne Charter Elementary School,8123,0,0,1
126513450,Franklin Towne CHS,7666,1,0,0
101262903,Frazier El Sch,6686,0,0,1
101262903,Frazier HS,2126,1,0,0
101262903,Frazier MS,7176,0,1,0
126518547,Frederick Douglass Mastery CS,8150,1,0,0
127042853,Freedom Area El Sch,8357,0,0,1
127042853,Freedom Area MS,8356,0,1,0
127042853,Freedom Area SHS,6563,1,0,0
128033053,Buffalo El Sch,591,0,0,1
128033053,Freeport Area MS,8346,0,1,0
128033053,Freeport Area SHS,594,1,0,0
128033053,South Buffalo El Sch,592,0,0,1
126513270,Freire CS,7586,1,0,0
111292507,Fulton County Center for Career and Tech,7192,1,0,0
109532804,Galeton Area Sch,6223,0,0,1
125234103,Bethel Springs El Sch,7714,0,0,1
125234103,Concord El Sch,6506,0,0,1
125234103,Garnet Valley El Sch,7486,0,0,1
125234103,Garnet Valley HS,1869,1,0,0
125234103,Garnet Valley MS,7313,0,1,0
103024102,Dr Cleveland Steward Jr El Sch,161,0,0,1
103024102,Evergreen El Sch,157,0,0,1
103024102,Gateway SHS,170,1,0,0
103024102,Moss Side MS,8489,0,1,0
103024102,Ramsey El Sch,5191,0,0,1
103024102,University Park El Sch,165,0,0,1
105253903,Edinboro El Sch,2038,0,0,1
105253903,General McLane HS,2040,1,0,0
105253903,James W Parker MS,5225,0,1,0
105253903,McKean El Sch,2039,0,0,1
112013753,Franklin Twp El Sch,8176,0,0,1
112013753,Gettysburg Area HS,6271,1,0,0
112013753,Gettysburg Area MS,10,0,1,0
112013753,James Gettys El Sch,5126,0,0,1
112013753,Lincoln El Sch,7592,0,0,1
197010542,Gettysburg Montessori CS,8147,1,0,0
129544907,Gillingham Charter School,8161,0,0,1
105254053,Elk Valley El Sch,2042,0,0,1
105254053,Girard HS,2043,1,0,0
105254053,Rice Avenue MS,6777,0,1,0
110173003,Glendale El Sch,6952,0,0,1
110173003,Glendale JSHS,5219,1,0,0
126513380,Global Leadership Academy CS,7639,1,0,0
126518004,Global Leadership Academy CS Southwest a,8390,1,0,0
114063003,Brecknock El Sch,793,0,0,1
114063003,Cumru El Sch,794,0,0,1
114063003,Governor Mifflin MS,801,0,1,0
114063003,Governor Mifflin SHS,802,1,0,0
114063003,Intermediate Sch,6794,0,0,1
114063003,Mifflin Park El Sch,8096,0,0,1
124153503,Charlestown El Sch,1368,0,0,1
124153503,General Wayne El Sch,7695,0,0,1
124153503,Great Valley HS,1424,1,0,0
124153503,Great Valley MS,1422,0,1,0
124153503,Kathryn D. Markley El Sch,6479,0,0,1
124153503,Sugartown El Sch,1461,0,0,1
108070607,Greater Altoona CTC,6193,0,0,1
108112607,Greater Johnstown CTC,5288,0,0,1
108112502,Greater Johnstown El Sch,8405,0,0,1
108112502,Greater Johnstown MS,1252,0,1,0
108112502,Greater Johnstown School District's Cybe,8314,0,0,1
108112502,Greater Johnstown SHS,1251,1,0,0
107653102,Baggaley El Sch,4379,0,0,1
107653102,Greater Latrobe JHS,6957,1,0,0
107653102,Greater Latrobe SHS,4845,1,0,0
107653102,Latrobe El Sch,4386,0,0,1
107653102,Mountain View El Sch,4380,0,0,1
118402603,GNA El Ctr,7768,0,0,1
118402603,Greater Nanticoke Area Ed Ctr,8430,0,0,1
118402603,Greater Nanticoke Area SHS,5242,1,0,0
118402603,Kennedy Early Childhood Center,8429,1,0,0
126510005,Green Woods CS,7748,1,0,0
112283003,Greencastle-Antrim El Sch,2202,0,0,1
112283003,Greencastle-Antrim MS,5117,0,1,0
112283003,Greencastle-Antrim Pri Sch,7427,0,0,1
112283003,Greencastle-Antrim SHS,2206,1,0,0
101302607,Greene County CTC,5282,0,0,1
107653203,Amos K Hutchinson El Sch,7329,0,0,1
107653203,Greensburg-Salem HS,4373,1,0,0
107653203,Greensburg-Salem MS,4372,0,1,0
107653203,Metzgar El Sch,5166,0,0,1
107653203,Nicely El Sch,5165,0,0,1
104432803,Greenville El Sch,8428,0,0,1
104432803,Greenville JSHS,3137,1,0,0
115503004,Greenwood El Sch,7062,0,0,1
115503004,Greenwood HS,6341,1,0,0
115503004,Greenwood MS,7468,0,1,0
104432903,Grove City Area George Jr El Sch,8409,0,0,1
104432903,Grove City Area George Jr HS,6125,1,0,0
104432903,Grove City Area George Jr MS,7316,0,1,0
104432903,Grove City Area HS,3145,1,0,0
104432903,Grove City Area MS,8202,0,1,0
104432903,Hillview El Sch,6844,0,0,1
115222504,Halifax Area El Sch,5038,0,0,1
115222504,Halifax Area HS,6330,1,0,0
115222504,Halifax Area MS,6331,0,1,0
114063503,Hamburg Area HS,808,1,0,0
114063503,Hamburg Area Middle School,7447,0,0,1
114063503,Perry El Sch,809,0,0,1
114063503,Tilden El Center,7992,1,0,0
103024603,Central El Sch,175,0,0,1
103024603,Hampton HS,5190,1,0,0
103024603,Hampton MS,179,0,1,0
103024603,Poff El Sch,178,0,0,1
103024603,Wyland El Sch,176,0,0,1
118403003,Hanover Area JSHS,2891,1,0,0
118403003,Hanover Area Memorial El Sch,7007,0,0,1
118403003,Hanover Green El Sch,8199,0,0,1
118403003,Lee Park El Sch,2888,0,0,1
118403003,Lyndwood El Sch,8479,0,0,1
112672803,Clearview El Sch,4565,0,0,1
112672803,Hanover MS,4570,0,1,0
112672803,Hanover SHS,4571,1,0,0
112672803,Hanover Street El Sch,4566,0,0,1
112672803,Washington El Sch,4568,0,0,1
126512850,Harambee Institute of Science and Techno,7511,0,0,1
105254353,Clark El Sch,2047,0,0,1
105254353,Harbor Creek Junior HS,2048,1,0,0
105254353,Harbor Creek Senior HS,7948,1,0,0
105254353,Klein El Sch,2046,0,0,1
105254353,Rolling Ridge El Sch,5227,0,0,1
110173504,Harmony Area El Sch,7195,0,0,1
110173504,Harmony Area JSHS,8316,1,0,0
115222752,Benjamin Franklin Sch,8268,0,0,1
115222752,Camp Curtin Academy,8264,0,0,1
115222752,Cougar Academy,8376,0,0,1
115222752,Downey Sch,8265,0,0,1
115222752,Foose Sch,1766,0,0,1
115222752,Harrisburg HS,6333,1,0,0
115222752,Harrisburg HS - SciTech Cmp,7902,1,0,0
115222752,Marshall Academy,8266,0,0,1
115222752,Marshall Math Science Academy,7901,0,0,1
115222752,Melrose Sch,8267,0,0,1
115222752,Rowland Academy,7623,0,0,1
115222752,Scott Sch,7667,0,0,1
123463603,Blair Mill El Sch,5079,0,0,1
123463603,Crooked Billet El Sch,8483,0,0,1
123463603,Hallowell El Sch,3271,0,0,1
123463603,Hatboro-Horsham SHS,3272,1,0,0
123463603,Keith Valley MS,6639,0,1,0
123463603,Simmons El Sch,3270,0,0,1
125234502,Chatham Park El Sch,1871,0,0,1
125234502,Chestnutwold El Sch,1876,0,0,1
125234502,Coopertown El Sch,1877,0,0,1
125234502,Haverford MS,1878,0,1,0
125234502,Haverford SHS,1879,1,0,0
125234502,Lynnewood El Sch,1874,0,0,1
125234502,Manoa El Sch,1875,0,0,1
118403207,Hazleton Area Career Center,5151,1,0,0
118403302,Arthur Street El Sch,7937,0,0,1
118403302,Drums El/MS,7661,0,1,0
118403302,Freeland El/MS,6718,0,1,0
118403302,Hazle Township Early Learning Center,8333,1,0,0
118403302,Hazleton Area HS,7348,1,0,0
118403302,Hazleton El/MS,7936,0,1,0
118403302,Heights Terrace El/MS,6930,0,1,0
118403302,Maple Manor El/MS,8334,0,1,0
118403302,McAdoo-Kelayres El/MS,8245,0,1,0
118403302,Valley El/MS,7340,0,1,0
118403302,West Hazleton El/MS,7569,0,1,0
107653802,Fort Allen El Sch,4389,0,0,1
107653802,Harrold MS,7268,0,1,0
107653802,Hempfield Area SHS,4404,1,0,0
107653802,Maxwell El Sch,4394,0,0,1
107653802,Stanwood El Sch,5359,0,0,1
107653802,Wendover MS,7269,0,1,0
107653802,West Hempfield El Sch,4399,0,0,1
107653802,West Hempfield MS,7270,0,1,0
107653802,West Point El Sch,4400,0,0,1
113363103,Centerville El Sch,5236,1,0,0
113363103,Centerville MS,5055,1,1,0
113363103,East Petersburg El Sch,2574,0,0,1
113363103,Farmdale El Sch,2577,0,0,1
113363103,Hempfield SHS,2578,1,0,0
113363103,Landisville Intrmd Ctr,6294,0,0,1
113363103,Landisville MS,7421,0,1,0
113363103,Landisville Pri Ctr,7442,0,0,1
113363103,Mountville El Sch,2576,0,0,1
113363103,Rohrerstown El Sch,2575,0,0,1
104433303,Artman El Sch,3146,0,0,1
104433303,Delahunty MS,8069,0,1,0
104433303,Hickory HS,3150,1,0,0
104433303,Karen A. Ionta El Sch,3147,0,0,1
103024753,Highlands Early Childhood Center,182,1,0,0
103024753,Highlands El Sch,191,0,0,1
103024753,Highlands MS,7202,0,1,0
103024753,Highlands SHS,5153,1,0,0
108073503,Charles W Longer El Sch,7097,0,0,1
108073503,Foot of Ten El Sch,7381,0,0,1
108073503,Frankstown El Sch,6195,0,0,1
108073503,Hollidaysburg Area JHS,927,1,0,0
108073503,Hollidaysburg Area SHS,5207,1,0,0
128323303,Homer-Center El Sch,6797,1,0,0
128323303,Homer-Center JSHS,2331,1,0,0
108057079,HOPE for Hyndman CS,8154,1,0,0
127044103,Hopewell El Sch,672,0,0,1
127044103,Hopewell JHS,674,1,0,0
127044103,Hopewell SHS,675,1,0,0
127044103,Independence El Sch,671,0,0,1
127044103,Margaret Ross El Sch,7280,0,0,1
119355028,Howard Gardner Multiple Intelligence CS,8209,1,0,0
111312503,Huntingdon Area MS,5333,0,1,0
111312503,Huntingdon Area SHS,2305,1,0,0
111312503,Southside El Sch,7525,0,0,1
111312503,Standing Stone El Sch,7620,0,0,1
111312607,Huntingdon County CTC,6606,0,0,1
126512980,Imhotep Institute CHS,7542,1,0,0
126513510,Independence CS,7683,1,0,0
126512039,Independence CS West,8361,1,0,0
128323703,Ben Franklin El Sch,2314,0,0,1
128323703,East Pike El Sch,4964,0,0,1
128323703,Eisenhower El Sch,2321,0,0,1
128323703,Horace Mann El Sch,2322,0,0,1
128323703,Indiana Area JHS,2324,1,0,0
128323703,Indiana Area SHS,2325,1,0,0
128324207,Indiana County Technology Center,7032,1,0,0
115220001,Infinity CS,7765,1,0,0
121395526,Innovative Arts Academy CS,8371,1,0,0
126513070,Inquiry CS,7557,1,0,0
124152637,Insight PA Cyber CS,8394,1,0,0
125235103,Glenolden Sch,1881,0,0,1
125235103,Interboro SHS,1885,1,0,0
125235103,Kindergarten Academy,7643,0,0,1
125235103,Norwood Sch,1883,0,0,1
125235103,Prospect Park Sch,6508,0,0,1
125235103,Tinicum Sch,4847,0,0,1
101000000,Intermediate Unit 1,0,0,0,1
105256553,Iroquois El Sch,2052,0,0,1
105256553,Iroquois JSHS,4817,1,0,0
104433604,Jamestown Area El Sch,6127,0,0,1
104433604,Jamestown Area JSHS,6126,1,0,0
107654103,Jeannette HS,8421,1,0,0
107654103,Jeannette McKee El Sch,8024,0,0,1
106333407,Jefferson County-DuBois AVTS,5180,0,0,1
101303503,Jefferson-Morgan El Sch,7029,0,0,1
101303503,Jefferson-Morgan MS/HS,2280,1,1,0
123463803,Jenkintown El Sch,3276,0,0,1
123463803,Jenkintown Middle/High School,8049,0,0,1
117414003,Avis El Sch,3031,0,0,1
117414003,Jersey Shore Area El Sch,5243,0,0,1
117414003,Jersey Shore Area SHS,3034,1,0,0
117414003,Jersey Shore MS,3033,0,1,0
117414003,Salladasburg El Sch,5060,0,0,1
121135003,Jim Thorpe Area HS,1307,1,0,0
121135003,L B Morris El Sch,6965,0,0,1
121135003,Penn-Kidder Campus,7785,0,0,1
109243503,Johnsonburg Area El Sch,5326,0,0,1
109243503,Johnsonburg Area HS,6218,1,0,0
111343603,East Juniata El Sch,8452,0,0,1
111343603,East Juniata JSHS,2394,1,0,0
111343603,Juniata El Sch,8451,0,0,1
111343603,Juniata SHS,6255,1,0,0
111343603,Tuscarora MS,7220,0,1,0
111312804,Juniata Valley El Sch,5230,0,0,1
111312804,Juniata Valley JSHS,2308,1,0,0
109422303,Kane Area El Sch,5244,0,0,1
109422303,Kane Area HS,5245,1,0,0
109422303,Kane Area MS,3100,0,1,0
104103603,Chicora El Sch,1153,0,0,1
104103603,Karns City HS,1154,1,0,0
104103603,Sugarcreek El Sch,7396,0,0,1
124154003,Bancroft El Sch,8172,0,0,1
124154003,Greenwood El Sch,1401,0,0,1
124154003,Kennett HS,6482,1,0,0
124154003,Kennett MS,6834,0,1,0
124154003,Mary D Lang Kdg Ctr,8171,0,0,1
124154003,New Garden El Sch,1400,0,0,1
182514568,Keystone Academy CS,7979,1,0,0
110183707,Keystone Central CTC,7067,0,0,1
110183602,Bucktail Area MS,7795,0,1,0
110183602,Bucktail HS,6241,1,0,0
110183602,Central Mountain HS,7589,1,0,0
110183602,Central Mountain MS,7590,0,1,0
110183602,Liberty-Curtin El Sch,4917,0,0,1
110183602,Mill Hall El Sch,1570,0,0,1
110183602,Renovo El Sch,6242,0,0,1
110183602,Robb El Sch,6245,0,0,1
110183602,Woodward El Sch,1588,0,0,1
104432830,Keystone Education Center CS,7506,1,0,0
103025002,Dormont El Sch,7461,0,0,1
103025002,Fred L Aiken El Sch,203,0,0,1
103025002,Keystone Oaks HS,5112,1,0,0
103025002,Keystone Oaks MS,7462,0,1,0
103025002,Myrtle Ave Sch,204,0,0,1
106166503,Keystone El Sch,6694,0,0,1
106166503,Keystone JSHS,1486,1,0,0
126514864,KIPP DuBois CS,8358,1,0,0
126514059,KIPP North Philadelphia CS,8431,1,0,0
126510013,KIPP Philadelphia CS,7776,1,0,0
126515362,KIPP Philadelphia Octavius Catto CS,8499,1,0,0
126515492,KIPP West Philadelphia CS,8477,1,0,0
107654403,Kiski Area East Primary Sch,7191,0,0,1
107654403,Kiski Area HS,4431,1,0,0
107654403,Kiski Area IHS,7189,1,0,0
107654403,Kiski Area North Primary Sch,7190,0,0,1
107654403,Kiski Area South Primary Sch,4516,0,0,1
107654403,Kiski Area Upper El Sch,8277,0,0,1
104107803,Knoch HS,1177,1,0,0
104107803,Knoch Intermediate El Sch,7718,0,0,1
104107803,Knoch MS,7460,0,1,0
104107803,Knoch Primary Sch,7717,0,0,1
114064003,Greenwich-Lenhartsville El Sch,810,0,0,1
114064003,Kutztown Area MS,6315,0,1,0
114064003,Kutztown Area SHS,816,1,0,0
